id,nome,cpf,data_nascimento
6501,William Santos,287.982.622-54,1979-02-08
6502,Bruno Gomes,741.945.089-71,1953-06-05
6503,Henrique Ferreira,036.340.916-57,1957-01-05
6504,Gabriel Rocha,313.336.345-01,1965-06-25
6505,Rafael Silva,433.264.445-08,1995-10-26
6506,Fernanda Ferreira,494.615.286-55,1999-06-27
6507,Gabriela Gomes,915.674.079-43,1972-08-20
6508,Tiago Oliveira,790.608.125-06,1989-06-11
6509,Camila Ferreira,029.822.489-56,1989-04-14
6510,Daniela Lima,706.759.650-55,1951-08-23
6511,Antonio Costa,197.976.470-05,1977-11-02
6512,Samuel Martins,016.561.246-02,1986-12-09
6513,Helena Gomes,695.125.162-25,1995-01-11
6514,Antonio Costa,614.228.474-89,1984-07-01
6515,Thiago Nascimento,851.368.194-64,1998-05-31
6516,Antonio Carvalho,463.580.027-08,1962-04-18
6517,William Souza,714.112.129-32,1953-08-25
6518,Carlos Mendes,884.193.626-62,1968-11-16
6519,Eduarda Almeida,494.607.818-53,1964-05-13
6520,William Gomes,219.385.222-73,2005-03-16
6521,Natalia Oliveira,142.311.547-32,2002-03-20
6522,Igor Silva,499.883.120-83,1983-12-25
6523,Beatriz Gomes,395.432.845-39,1956-11-13
6524,Helena Dias,938.788.431-78,1950-04-20
6525,Igor Lima,914.876.427-25,1969-06-17
6526,Ana Silva,920.188.706-02,2003-09-11
6527,Rafael Rodrigues,292.401.162-06,1995-09-26
6528,Antonio Souza,680.732.819-29,1991-08-09
6529,Daniel Santos,772.188.906-52,1987-08-11
6530,Carlos Santos,565.534.002-02,1989-01-24
6531,Marcos Souza,617.277.539-17,2000-10-20
6532,Bruno Carvalho,316.118.698-20,1959-12-15
6533,Taina Costa,185.929.300-06,1976-06-21
6534,Taina Dias,229.468.976-30,1959-02-23
6535,Gabriel Martins,118.570.010-28,2001-06-15
6536,Julia Santos,737.866.557-66,1960-05-05
6537,Vinicius Gomes,572.903.413-09,1999-01-08
6538,Gabriel Gomes,176.737.272-85,1980-11-28
6539,Thiago Silva,635.931.215-81,1956-08-31
6540,Beatriz Silva,999.129.982-35,1974-07-11
6541,Paulo Martins,131.103.580-00,1990-10-14
6542,Joao Souza,091.204.593-00,1995-11-18
6543,Lucas Dias,596.384.535-16,1974-09-22
6544,Felipe Cardoso,196.623.003-68,1989-10-22
6545,Patricia Ferreira,375.708.151-06,1998-04-11
6546,Ana Araujo,783.368.261-65,1976-01-29
6547,Valter Ferreira,455.753.100-86,1962-03-12
6548,Gabriel Martins,897.427.571-60,1974-07-13
6549,Paulo Dias,125.529.165-62,1968-03-10
6550,Vinicius Nascimento,944.740.158-94,1987-01-15
6551,Gabriel Mendes,492.725.452-69,1997-07-11
6552,Mariana Pereira,402.308.912-50,1964-07-17
6553,Thiago Lima,397.150.102-88,1972-02-23
6554,Tiago Lima,142.900.940-31,1960-11-27
6555,Igor Nascimento,491.928.324-58,2000-10-20
6556,Daniel Oliveira,109.670.249-51,1955-09-26
6557,Daniela Martins,993.478.776-89,1962-10-31
6558,Vinicius Nascimento,467.930.721-88,1993-07-27
6559,Samuel Costa,192.790.068-94,1972-09-10
6560,Felipe Lima,287.345.763-55,1982-10-09
6561,Nicolas Araujo,311.135.492-03,1978-02-15
6562,Samuel Ferreira,745.644.313-07,1964-09-17
6563,Rafael Oliveira,561.368.233-06,1963-01-13
6564,William Santos,460.846.740-97,1992-03-08
6565,Helena Lima,801.879.997-08,1959-03-08
6566,Marcos Dias,084.815.277-85,1959-07-05
6567,Daniela Ribeiro,275.073.613-73,1966-10-22
6568,Beatriz Lima,063.223.628-01,1958-07-28
6569,Thiago Araujo,991.113.073-82,1987-09-22
6570,Eduardo Souza,967.197.969-68,1989-04-29
6571,Paulo Souza,626.671.416-79,1998-12-15
6572,Larissa Martins,597.007.321-00,1962-05-21
6573,Igor Souza,215.197.096-50,1963-10-16
6574,Joao Almeida,167.349.928-70,1973-03-24
6575,Isabela Martins,786.178.405-36,1976-12-08
6576,Rafael Ribeiro,120.612.687-65,1972-05-02
6577,Lucas Silva,144.987.715-08,1997-03-22
6578,Vinicius Pereira,781.259.833-09,2000-07-17
6579,Tiago Souza,979.368.642-10,1960-07-19
6580,Andre Souza,126.109.128-03,1963-07-16
6581,Lucas Nascimento,565.399.837-00,1988-05-21
6582,Joao Almeida,264.266.773-10,1952-06-27
6583,Eduarda Carvalho,235.279.434-04,1953-05-10
6584,Joao Souza,627.664.784-50,1996-10-22
6585,Henrique Silva,564.131.066-20,1985-04-16
6586,Beatriz Pereira,972.945.135-46,1986-11-04
6587,Ana Dias,901.480.681-70,1955-04-03
6588,Henrique Gomes,950.363.262-53,1970-05-06
6589,Lucas Gomes,054.322.602-63,1993-03-21
6590,Samuel Carvalho,624.068.375-21,2003-05-20
6591,Sofia Ribeiro,870.230.710-32,1979-06-15
6592,Eduardo Lima,006.741.586-52,1994-06-04
6593,William Gomes,240.874.155-62,1951-07-10
6594,Joao Gomes,764.496.392-88,1958-08-07
6595,Valter Cardoso,196.424.043-38,1985-12-08
6596,Daniel Lima,519.160.022-34,1963-08-14
6597,Henrique Gomes,679.926.624-31,1970-07-30
6598,Taina Oliveira,781.480.896-04,1982-05-08
6599,Samuel Ferreira,146.921.193-90,1984-03-22
6600,Rafael Araujo,574.122.876-30,1993-07-28
6601,Ana Carvalho,447.186.941-83,1970-05-29
6602,Vinicius Santos,408.086.283-05,1978-06-24
6603,Andre Nascimento,142.709.319-90,1957-06-19
6604,Larissa Souza,259.535.324-15,1960-09-13
6605,Julia Martins,662.068.566-82,1953-11-24
6606,William Silva,288.541.111-20,1961-10-23
6607,Antonio Souza,502.615.542-12,1991-08-08
6608,Igor Souza,410.452.887-05,1986-06-14
6609,Valentina Martins,880.904.952-73,1984-02-25
6610,Antonio Gomes,185.464.137-97,1963-01-13
6611,Samuel Oliveira,122.314.488-74,1986-06-05
6612,Patricia Martins,680.295.548-26,1980-10-23
6613,Tiago Dias,752.657.005-52,1986-10-30
6614,Helena Mendes,443.290.811-48,1988-03-24
6615,Beatriz Dias,629.395.613-38,1984-04-13
6616,Eduarda Gomes,100.374.921-60,1963-06-22
6617,Ana Dias,698.600.775-25,1990-02-15
6618,Eduarda Ribeiro,556.239.476-62,1977-09-10
6619,Gabriel Dias,145.785.909-25,1980-03-03
6620,Gabriela Dias,809.599.056-69,1951-08-03
6621,Natalia Pereira,662.510.315-22,1972-04-03
6622,Antonio Mendes,703.302.467-39,1993-02-06
6623,Gabriel Dias,688.706.410-31,1995-07-28
6624,Camila Dias,107.299.672-39,1965-10-15
6625,Valentina Mendes,551.570.343-00,1975-05-29
6626,Tiago Souza,710.035.705-50,1997-11-26
6627,Patricia Almeida,494.374.750-75,1988-07-17
6628,Natalia Ferreira,853.992.863-94,1983-09-20
6629,Thiago Almeida,411.525.641-96,1985-10-28
6630,Carlos Santos,643.305.406-49,2001-02-18
6631,Henrique Ribeiro,148.268.272-96,1980-06-01
6632,Gabriel Almeida,930.092.241-68,1958-03-13
6633,Lucas Nascimento,155.367.317-42,1976-02-09
6634,Julia Souza,152.192.693-05,1987-08-31
6635,Ana Rocha,970.739.955-48,1958-12-27
6636,Patricia Souza,039.868.863-03,1979-11-13
6637,Vinicius Lima,123.075.674-45,1978-01-20
6638,Rafaela Araujo,709.642.256-03,1968-09-11
6639,Nicolas Ribeiro,160.312.191-90,1976-11-27
6640,Sofia Pereira,381.454.032-86,1992-10-12
6641,Taina Oliveira,546.422.559-58,1962-06-30
6642,Helena Nascimento,192.074.411-87,1976-05-04
6643,Paulo Ferreira,297.832.845-25,1967-04-07
6644,Paulo Oliveira,291.660.400-60,2001-12-30
6645,Samuel Rocha,368.701.721-45,1982-12-24
6646,Eduarda Cardoso,474.400.054-14,1972-06-01
6647,Eduarda Costa,226.492.327-06,1964-10-29
6648,Valter Lima,503.893.476-55,1975-02-14
6649,William Rocha,523.253.774-15,1966-03-16
6650,Julia Martins,716.484.351-14,1975-09-20
6651,Carlos Lima,626.055.385-40,1981-11-06
6652,Carlos Cardoso,859.918.903-40,1974-01-10
6653,Lucas Araujo,449.958.539-28,1959-05-31
6654,Gabriela Souza,308.321.216-06,1959-01-30
6655,Igor Martins,251.973.102-86,2003-12-06
6656,Paulo Almeida,312.652.810-41,1954-12-16
6657,Igor Lima,988.871.054-05,1996-11-28
6658,Valentina Santos,438.008.666-68,1979-09-04
6659,Paulo Souza,539.362.233-35,2005-02-17
6660,Natalia Ferreira,469.549.465-59,2000-07-08
6661,Isabela Silva,548.885.073-25,1963-06-26
6662,Daniel Araujo,916.290.772-75,1987-04-04
6663,Vinicius Pereira,523.209.966-30,1963-02-17
6664,Igor Pereira,507.012.008-55,1975-07-03
6665,Beatriz Nascimento,588.222.724-04,1995-12-27
6666,Andre Rocha,931.785.878-37,1993-05-16
6667,Natalia Carvalho,053.867.677-98,1951-02-04
6668,Mariana Nascimento,379.672.803-00,1986-09-03
6669,Igor Oliveira,999.465.012-28,1967-05-01
6670,Bruno Nascimento,822.394.970-92,1998-08-22
6671,Patricia Lima,062.629.536-04,1978-01-11
6672,Valter Souza,487.774.599-89,1974-09-22
6673,Gabriela Mendes,836.808.988-35,1955-07-20
6674,Thiago Rodrigues,207.964.481-59,1992-09-08
6675,Carlos Ribeiro,253.912.552-28,1978-10-18
6676,Antonio Silva,308.973.760-48,1965-08-27
6677,Lucas Mendes,703.321.583-57,1986-04-06
6678,Natalia Santos,392.858.674-21,1970-01-30
6679,Eduardo Silva,489.883.362-40,1999-03-20
6680,Gabriela Araujo,506.094.718-13,1995-11-07
6681,Paulo Silva,695.131.914-60,1964-08-28
6682,Tiago Martins,730.746.863-83,1998-04-27
6683,Eduardo Lima,610.781.277-60,2003-12-13
6684,Sofia Dias,176.558.988-63,1961-09-16
6685,Patricia Dias,162.704.914-28,1960-09-03
6686,Paulo Ribeiro,623.338.316-18,1994-09-30
6687,Larissa Rocha,003.724.709-39,1972-10-20
6688,Gabriela Dias,513.074.552-39,2003-10-10
6689,Beatriz Silva,359.205.708-14,1967-08-16
6690,Thiago Pereira,263.030.783-20,1994-08-03
6691,Daniela Martins,429.461.257-69,2004-09-22
6692,Rafael Oliveira,233.160.308-16,2004-12-01
6693,Vinicius Costa,563.114.021-73,1981-05-17
6694,Natalia Santos,804.027.617-90,1993-11-08
6695,Rafael Oliveira,289.332.345-60,1973-01-07
6696,Helena Pereira,317.781.621-26,1974-08-10
6697,Julia Nascimento,656.570.762-65,1956-01-23
6698,Sofia Oliveira,635.021.421-81,1952-01-18
6699,Eduardo Oliveira,141.064.558-46,1966-09-17
6700,Ana Silva,941.244.516-44,1958-09-08
6701,Vinicius Lima,653.709.238-84,1992-04-02
6702,Vinicius Mendes,323.236.770-47,2003-08-11
6703,Samuel Rocha,534.251.701-04,1967-03-29
6704,Andre Mendes,812.155.524-83,2000-03-02
6705,Tiago Dias,308.713.016-87,1958-03-25
6706,Samuel Mendes,041.121.261-31,1954-06-24
6707,Thiago Silva,610.296.746-12,2003-04-23
6708,Lucas Araujo,803.493.163-25,2003-04-16
6709,Natalia Lima,835.574.908-15,1980-08-25
6710,Igor Lima,717.715.564-39,1996-10-19
6711,Tiago Ferreira,432.246.963-97,1959-08-02
6712,Rafael Oliveira,589.960.993-17,1964-04-24
6713,Eduardo Rodrigues,430.926.204-02,1995-12-21
6714,Helena Carvalho,015.217.381-14,1954-07-21
6715,Daniela Mendes,973.324.715-40,1964-07-27
6716,Bruno Cardoso,999.673.903-10,1959-04-03
6717,Eduardo Rocha,728.188.584-96,1953-05-05
6718,Joao Almeida,431.908.573-69,1974-10-10
6719,Felipe Dias,867.589.701-40,1979-08-01
6720,Valentina Pereira,270.955.772-00,1953-02-13
6721,Camila Gomes,368.890.896-18,1974-07-12
6722,Patricia Gomes,382.018.776-67,1990-07-15
6723,Eduarda Costa,944.115.309-53,1959-08-30
6724,Isabela Nascimento,073.662.062-10,1994-07-23
6725,Helena Carvalho,470.996.745-87,1951-03-19
6726,Joao Souza,623.925.265-40,1982-09-14
6727,Bruno Araujo,576.811.200-68,1982-02-03
6728,Gabriel Gomes,553.040.743-94,2003-06-07
6729,Natalia Mendes,727.075.933-20,1981-07-30
6730,William Costa,423.844.823-51,1963-06-30
6731,Rafael Rocha,017.106.378-38,1956-10-15
6732,Gabriela Cardoso,689.383.954-56,1967-02-17
6733,Taina Gomes,712.840.384-16,1955-07-28
6734,Daniel Cardoso,870.491.931-94,1999-01-27
6735,Joao Almeida,233.519.509-34,1987-03-03
6736,Helena Rodrigues,344.059.389-46,1998-10-22
6737,Rafaela Almeida,337.873.358-62,1955-04-18
6738,Andre Cardoso,299.895.981-42,1975-05-27
6739,Paulo Cardoso,059.515.567-75,1974-08-07
6740,Felipe Lima,227.300.636-50,1976-04-16
6741,Joao Santos,487.042.804-07,1998-07-11
6742,William Oliveira,929.447.633-26,1990-11-07
6743,Marcos Dias,938.047.013-45,1950-10-17
6744,Mariana Araujo,604.919.179-45,2000-09-10
6745,Joao Silva,579.731.080-50,1965-07-19
6746,Marcos Souza,362.255.784-20,1956-06-12
6747,Tiago Silva,322.211.388-21,1988-04-08
6748,William Souza,866.070.941-12,2002-03-09
6749,Andre Nascimento,241.685.845-93,1968-09-19
6750,Eduardo Rocha,810.534.053-40,1976-05-14
6751,Marcos Lima,923.081.079-79,2002-04-24
6752,Patricia Carvalho,565.139.072-33,1984-10-29
6753,Joao Lima,533.962.599-04,2000-09-10
6754,Eduarda Araujo,802.715.227-55,1971-01-22
6755,Lucas Costa,263.861.716-40,2000-06-04
6756,Daniela Rodrigues,835.817.810-77,1982-03-15
6757,Isabela Lima,503.578.354-50,1965-12-18
6758,Daniela Oliveira,357.961.444-48,1952-01-28
6759,Camila Gomes,799.798.431-36,1980-08-03
6760,Julia Costa,791.107.465-87,1980-08-04
6761,Beatriz Ferreira,530.200.686-30,1981-02-17
6762,Julia Rodrigues,204.204.224-20,1991-09-17
6763,Ana Carvalho,284.850.136-70,1993-04-17
6764,Helena Lima,508.932.008-08,1978-06-18
6765,Samuel Araujo,521.932.694-59,1974-10-30
6766,Eduardo Lima,310.291.209-51,1993-11-26
6767,Henrique Gomes,835.717.862-62,1951-02-26
6768,Paulo Dias,279.979.348-71,1969-02-12
6769,Larissa Rocha,480.742.689-34,1950-10-16
6770,Gabriela Araujo,501.775.475-02,1952-11-27
6771,Patricia Souza,681.573.664-45,1951-04-05
6772,Vinicius Martins,801.200.390-28,1997-07-23
6773,Gabriela Dias,704.765.954-44,1975-11-30
6774,Beatriz Cardoso,888.503.721-67,2001-06-08
6775,Natalia Silva,418.084.829-56,1986-07-31
6776,Antonio Lima,620.873.843-12,1962-06-16
6777,Julia Oliveira,563.439.768-50,1962-10-18
6778,Carlos Pereira,381.547.432-99,2004-06-06
6779,Vinicius Ribeiro,575.538.350-21,1989-01-29
6780,Carlos Carvalho,139.074.432-92,2001-03-27
6781,Marcos Rocha,202.221.237-10,1950-09-28
6782,Patricia Pereira,288.897.026-05,1952-09-21
6783,Camila Ribeiro,206.108.410-92,1984-08-13
6784,Thiago Nascimento,775.323.863-92,1993-06-15
6785,Lucas Rodrigues,642.178.572-76,1965-03-09
6786,Nicolas Silva,436.917.423-60,1999-09-26
6787,Camila Cardoso,691.918.098-78,1959-04-30
6788,Lucas Lima,552.753.700-91,1972-07-20
6789,Gabriela Santos,233.628.641-63,1956-02-29
6790,Felipe Dias,277.038.931-96,1970-02-04
6791,Henrique Carvalho,903.657.168-55,1996-08-05
6792,Vinicius Nascimento,293.190.101-61,1998-08-23
6793,Carlos Ribeiro,405.744.870-50,1969-10-14
6794,Samuel Souza,717.474.907-09,2004-12-13
6795,Larissa Almeida,285.337.362-23,1967-11-02
6796,Antonio Gomes,762.072.669-19,1971-10-05
6797,Gabriela Cardoso,585.218.625-20,1969-11-21
6798,Vinicius Ribeiro,639.487.422-19,1972-10-24
6799,Natalia Lima,909.342.692-38,1986-09-19
6800,Patricia Lima,448.304.105-31,1977-08-28
6801,Bruno Mendes,960.193.772-29,1999-06-16
6802,Eduardo Nascimento,566.807.345-92,1991-03-15
6803,Gabriela Silva,717.806.550-88,1965-06-06
6804,Henrique Lima,722.314.642-76,1954-02-20
6805,Isabela Silva,765.796.675-08,1996-11-06
6806,Eduarda Rodrigues,434.477.623-22,1985-08-05
6807,Tiago Ferreira,637.861.204-80,1981-09-17
6808,William Nascimento,767.404.950-76,1985-07-08
6809,Vinicius Costa,519.115.565-33,1965-12-03
6810,William Pereira,781.362.480-79,1973-11-20
6811,Henrique Nascimento,793.383.950-90,1963-07-18
6812,Joao Cardoso,626.314.135-20,1953-01-20
6813,Mariana Dias,785.141.201-31,1956-08-22
6814,Thiago Silva,677.368.523-08,1990-10-20
6815,Valter Araujo,611.558.497-36,1967-02-15
6816,Nicolas Lima,008.110.521-50,1965-01-25
6817,Sofia Silva,766.786.198-62,1984-11-21
6818,Eduardo Lima,533.837.331-90,1954-02-06
6819,Igor Lima,760.310.777-60,1967-02-07
6820,Daniel Almeida,396.414.412-64,1993-02-20
6821,Daniel Nascimento,988.027.209-91,2004-09-01
6822,Mariana Gomes,251.209.875-32,1980-07-23
6823,Valter Ferreira,700.475.870-24,1958-11-23
6824,Helena Mendes,087.034.116-21,1967-08-07
6825,Rafael Martins,101.083.015-59,1967-05-26
6826,Bruno Pereira,780.056.088-02,1986-08-04
6827,Mariana Cardoso,419.628.419-10,1973-06-19
6828,Sofia Araujo,469.057.923-73,1965-01-27
6829,Daniela Cardoso,395.768.538-93,2004-05-16
6830,Patricia Rodrigues,562.419.517-69,1999-10-15
6831,Felipe Almeida,189.278.698-26,1982-10-30
6832,Gabriel Mendes,796.737.995-04,1984-05-12
6833,Rafael Mendes,085.966.521-67,1984-03-03
6834,Natalia Lima,878.648.010-30,1979-08-03
6835,Gabriela Souza,842.641.022-78,1954-07-13
6836,Daniel Cardoso,359.578.808-76,1970-01-15
6837,Carlos Pereira,627.382.760-59,1989-02-22
6838,Joao Santos,625.091.792-68,1986-03-11
6839,Fernanda Oliveira,980.956.069-95,2004-09-04
6840,Rafaela Costa,323.673.654-23,1954-04-13
6841,Eduarda Rocha,731.112.027-63,1965-03-05
6842,Larissa Oliveira,631.741.993-01,1999-02-20
6843,Tiago Pereira,733.409.586-37,1971-12-05
6844,Andre Lima,692.326.624-69,1963-08-29
6845,Thiago Rocha,663.907.426-57,1987-12-18
6846,Natalia Rodrigues,891.228.002-39,1969-12-18
6847,Lucas Santos,609.314.173-09,1972-05-01
6848,Eduardo Oliveira,239.338.189-90,1973-01-18
6849,Bruno Carvalho,975.152.385-00,2000-04-25
6850,Tiago Araujo,250.671.322-05,1969-10-01
6851,Igor Silva,903.134.644-64,1970-05-28
6852,Vinicius Silva,153.395.833-50,1961-12-26
6853,Henrique Ribeiro,090.128.184-00,1997-11-04
6854,William Almeida,645.903.006-56,1991-10-14
6855,Tiago Rocha,134.680.606-37,1981-02-10
6856,Felipe Souza,217.472.672-60,1969-01-01
6857,Valter Santos,688.772.753-67,1999-03-03
6858,Gabriel Ferreira,897.073.421-02,1998-03-19
6859,Antonio Mendes,931.698.237-52,2001-09-19
6860,Thiago Ribeiro,342.056.680-82,1990-12-13
6861,Patricia Ribeiro,267.565.298-97,1950-09-03
6862,Daniel Almeida,036.100.460-58,1979-10-24
6863,Fernanda Silva,019.950.098-30,1992-02-09
6864,Julia Ferreira,462.716.752-04,1950-11-07
6865,Daniel Rocha,354.157.239-60,1994-06-28
6866,Sofia Costa,474.258.919-05,2002-02-19
6867,Andre Dias,746.519.846-14,1983-08-02
6868,Eduardo Rodrigues,160.328.889-91,1973-02-25
6869,Rafael Rocha,789.417.263-44,1981-12-18
6870,Helena Mendes,828.082.314-07,1967-04-12
6871,Beatriz Pereira,520.029.890-36,1976-01-03
6872,Julia Martins,980.878.253-14,1973-06-16
6873,Eduardo Nascimento,099.785.061-28,1984-05-16
6874,Daniela Almeida,121.788.881-00,1988-12-26
6875,Larissa Ferreira,669.874.223-62,1970-06-03
6876,Paulo Lima,446.117.954-03,2003-04-13
6877,Daniel Araujo,117.049.441-20,1982-08-09
6878,Mariana Ferreira,145.183.132-32,1958-06-30
6879,Paulo Oliveira,670.491.561-32,1951-01-02
6880,Camila Nascimento,260.768.516-86,1976-02-13
6881,Camila Martins,400.584.451-02,1962-01-19
6882,Nicolas Costa,729.428.981-60,1959-11-19
6883,Henrique Martins,497.248.325-38,2003-12-04
6884,Andre Nascimento,485.913.375-73,2002-02-15
6885,Thiago Rodrigues,345.823.881-67,1995-01-18
6886,Marcos Oliveira,694.675.689-42,1962-03-14
6887,Vinicius Costa,476.807.257-72,2001-03-09
6888,Igor Ribeiro,131.546.367-90,1987-11-20
6889,Isabela Oliveira,360.629.494-84,1973-11-30
6890,Joao Costa,724.557.699-84,2002-06-01
6891,Rafael Nascimento,511.948.933-84,1969-12-18
6892,Felipe Rodrigues,996.014.471-21,1982-09-12
6893,Tiago Rocha,771.944.595-31,2005-05-12
6894,Felipe Souza,409.774.184-56,1959-04-02
6895,Isabela Ferreira,405.352.932-83,1962-02-06
6896,Joao Ferreira,973.057.218-67,1988-08-24
6897,Taina Gomes,326.169.174-32,2001-05-19
6898,Tiago Almeida,945.227.918-44,1950-12-20
6899,Carlos Gomes,470.068.873-48,1950-05-29
6900,Helena Rocha,620.563.364-72,1954-04-20
6901,Thiago Araujo,628.271.288-29,1965-10-24
6902,Gabriel Almeida,109.687.254-49,1954-03-05
6903,Igor Nascimento,488.168.204-03,1969-05-16
6904,Julia Mendes,127.731.774-79,1965-02-06
6905,Lucas Cardoso,943.788.724-12,1962-06-07
6906,Joao Ribeiro,814.065.058-70,1950-09-21
6907,Tiago Ribeiro,316.470.594-88,1999-05-03
6908,Samuel Araujo,534.073.284-35,1980-12-10
6909,Eduardo Cardoso,893.228.171-86,1953-03-05
6910,Samuel Costa,281.940.334-46,2001-01-07
6911,Lucas Araujo,593.367.835-05,1996-02-15
6912,Samuel Lima,549.086.781-70,1968-10-17
6913,Nicolas Pereira,311.967.647-00,1978-04-19
6914,Paulo Almeida,356.638.828-98,1964-11-03
6915,Larissa Araujo,069.777.730-81,1997-10-09
6916,Valter Costa,985.077.023-68,1988-10-18
6917,Rafael Souza,046.363.201-07,1980-11-26
6918,Valter Ferreira,121.491.228-12,1987-03-17
6919,Igor Rodrigues,194.194.926-64,1978-08-14
6920,Fernanda Oliveira,858.020.231-04,1979-01-29
6921,Julia Oliveira,809.612.492-77,1955-07-17
6922,Gabriela Cardoso,435.973.098-52,1954-11-04
6923,Gabriel Gomes,727.380.165-88,1999-08-01
6924,Valter Ribeiro,632.454.053-75,1988-10-07
6925,Ana Ferreira,568.154.098-72,1982-09-15
6926,Julia Oliveira,772.962.292-09,1970-05-08
6927,Valentina Martins,718.446.173-86,1962-08-04
6928,Igor Lima,307.667.400-56,1958-12-06
6929,Paulo Lima,766.995.359-43,1983-09-17
6930,Antonio Araujo,124.084.765-34,1963-11-13
6931,Antonio Ribeiro,622.471.803-29,1996-04-08
6932,Paulo Souza,437.104.582-00,1984-01-29
6933,Camila Rocha,600.750.797-12,1980-02-26
6934,Isabela Costa,178.066.774-45,1994-12-09
6935,Daniela Mendes,930.163.684-04,1961-04-02
6936,Henrique Almeida,361.891.355-95,2003-06-20
6937,Henrique Ribeiro,727.287.818-50,1972-12-07
6938,Gabriela Lima,762.380.267-40,1955-03-14
6939,Vinicius Lima,618.677.164-45,1956-07-08
6940,Paulo Oliveira,460.499.129-47,1969-12-08
6941,Henrique Rodrigues,228.029.798-17,1950-05-30
6942,Daniela Rodrigues,472.096.738-81,1987-11-10
6943,Eduardo Nascimento,519.653.767-89,1952-04-04
6944,Rafaela Dias,274.991.438-80,1971-04-01
6945,William Araujo,505.308.336-38,1953-04-26
6946,Fernanda Lima,671.511.888-46,1999-12-03
6947,Larissa Nascimento,032.248.913-00,1983-10-15
6948,Beatriz Lima,374.557.663-27,2001-02-10
6949,Valter Silva,819.275.848-68,1964-02-04
